county_name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
".Meade County, Kansas","4,596","4,519","4,378","4,286","4,357","4,301","4,236","4,230","4,098","4,033"
".Miami County, Kansas","32,882","32,737","32,669","32,834","32,868","32,758","32,923","33,429","33,737","34,237"
".Mitchell County, Kansas","6,336","6,284","6,301","6,309","6,248","6,294","6,207","6,137","6,110","5,979"
".Montgomery County, Kansas","35,349","34,779","34,472","34,444","34,090","33,436","32,859","32,390","32,091","31,829"
".Morris County, Kansas","5,918","5,864","5,849","5,719","5,664","5,628","5,558","5,467","5,557","5,620"
".Morton County, Kansas","3,240","3,176","3,127","3,116","3,041","2,953","2,790","2,747","2,693","2,587"
".Nemaha County, Kansas","10,159","10,088","10,067","10,092","10,087","10,094","10,089","10,060","10,125","10,231"
".Neosho County, Kansas","16,475","16,447","16,420","16,383","16,325","16,287","16,127","16,094","16,025","16,007"
".Ness County, Kansas","3,104","3,118","3,077","3,087","3,089","3,020","2,957","2,856","2,796","2,750"
".Norton County, Kansas","5,664","5,656","5,586","5,614","5,534","5,536","5,491","5,421","5,419","5,361"
".Osage County, Kansas","16,274","16,341","16,176","16,080","15,970","15,865","15,811","15,842","15,938","15,949"
".Osborne County, Kansas","3,850","3,833","3,809","3,800","3,752","3,641","3,588","3,539","3,459","3,421"
".Ottawa County, Kansas","6,096","6,064","6,029","6,044","6,030","5,934","5,905","5,817","5,752","5,704"
".Pawnee County, Kansas","6,980","6,978","6,863","6,863","6,822","6,769","6,719","6,665","6,573","6,414"
".Phillips County, Kansas","5,632","5,541","5,521","5,560","5,494","5,420","5,402","5,370","5,276","5,234"
".Pottawatomie County, Kansas","21,727","22,028","22,331","22,574","22,740","23,123","23,605","23,916","24,209","24,383"
".Pratt County, Kansas","9,641","9,644","9,758","9,778","9,768","9,697","9,557","9,500","9,340","9,164"
".Rawlins County, Kansas","2,496","2,508","2,509","2,563","2,543","2,506","2,500","2,473","2,502","2,530"
".Reno County, Kansas","64,552","64,429","64,205","64,079","63,701","63,596","63,184","62,714","62,331","61,998"
".Republic County, Kansas","4,938","4,892","4,826","4,767","4,741","4,688","4,659","4,654","4,652","4,636"
".Rice County, Kansas","10,115","10,097","9,990","9,978","9,971","9,925","9,782","9,563","9,483","9,537"
".Riley County, Kansas","71,551","73,424","77,497","76,923","76,479","77,185","75,172","73,977","74,712","74,232"
".Rooks County, Kansas","5,195","5,200","5,221","5,195","5,204","5,179","5,118","5,055","4,995","4,920"
".Rush County, Kansas","3,314","3,211","3,208","3,176","3,161","3,098","3,054","3,048","3,056","3,036"
".Russell County, Kansas","7,001","6,987","6,990","6,977","7,007","7,044","7,007","6,930","6,902","6,856"
".Saline County, Kansas","55,780","55,778","55,829","55,750","55,511","55,429","54,955","54,508","54,387","54,224"
".Scott County, Kansas","4,959","4,889","4,853","4,906","4,966","4,948","4,979","4,928","4,909","4,823"
".Sedgwick County, Kansas","499,128","501,011","504,101","506,442","508,968","511,083","513,092","513,176","513,484","516,042"
".Seward County, Kansas","22,970","23,128","23,353","23,311","23,303","23,273","22,897","22,245","21,902","21,428"
".Shawnee County, Kansas","178,360","178,948","178,975","178,650","178,567","178,689","178,350","178,056","177,290","176,875"
".Sheridan County, Kansas","2,530","2,502","2,491","2,500","2,502","2,475","2,485","2,526","2,522","2,521"
".Sherman County, Kansas","6,018","6,053","6,120","6,090","6,067","5,964","5,955","5,936","5,917","5,917"
".Smith County, Kansas","3,860","3,791","3,753","3,699","3,729","3,689","3,656","3,615","3,590","3,583"
".Stafford County, Kansas","4,429","4,380","4,350","4,339","4,281","4,215","4,186","4,186","4,162","4,156"
".Stanton County, Kansas","2,246","2,213","2,155","2,178","2,141","2,070","2,105","2,055","2,025","2,006"
".Stevens County, Kansas","5,752","5,631","5,738","5,808","5,840","5,789","5,653","5,551","5,536","5,485"
".Sumner County, Kansas","24,118","23,787","23,635","23,537","23,384","23,417","23,183","23,117","23,019","22,836"
".Thomas County, Kansas","7,930","7,941","7,933","7,933","7,836","7,895","7,847","7,821","7,710","7,777"
".Trego County, Kansas","3,006","2,954","2,941","2,945","2,895","2,907","2,852","2,843","2,797","2,803"
".Wabaunsee County, Kansas","7,049","7,038","6,994","7,025","6,938","6,887","6,884","6,832","6,912","6,931"
".Wallace County, Kansas","1,480","1,526","1,523","1,560","1,501","1,505","1,502","1,515","1,489","1,518"
".Washington County, Kansas","5,785","5,820","5,727","5,626","5,610","5,568","5,564","5,479","5,450","5,406"
".Wichita County, Kansas","2,239","2,259","2,228","2,192","2,188","2,167","2,131","2,121","2,112","2,119"
".Wilson County, Kansas","9,389","9,238","9,120","9,091","8,970","8,845","8,698","8,707","8,666","8,525"
".Woodson County, Kansas","3,308","3,322","3,275","3,215","3,187","3,144","3,189","3,130","3,184","3,138"
".Wyandotte County, Kansas","157,633","158,011","159,379","160,933","162,246","163,682","164,785","165,087","165,321","165,429"
".Adair County, Kentucky","18,757","18,987","18,934","19,124","19,262","19,162","19,259","19,287","19,199","19,202"
".Allen County, Kentucky","20,037","20,176","20,232","20,316","20,493","20,660","20,721","20,903","21,122","21,315"
".Anderson County, Kentucky","21,470","21,564","21,694","21,747","21,868","21,920","22,191","22,545","22,641","22,747"
".Ballard County, Kentucky","8,260","8,269","8,285","8,252","8,188","8,216","8,046","8,018","7,992","7,888"
".Barren County, Kentucky","42,116","42,321","42,607","42,937","43,034","43,546","43,763","43,746","44,115","44,249"
".Bath County, Kentucky","11,618","11,715","11,780","11,975","12,130","12,203","12,246","12,381","12,444","12,500"
".Bell County, Kentucky","28,709","28,658","28,284","28,031","27,826","27,370","27,204","26,863","26,487","26,032"
".Boone County, Kentucky","119,373","121,710","123,412","125,022","126,677","128,161","129,503","130,952","131,901","133,581"
".Bourbon County, Kentucky","19,965","20,051","20,050","20,026","20,055","20,166","20,130","20,092","20,116","19,788"
".Boyd County, Kentucky","49,602","49,407","49,224","48,880","48,798","48,471","48,121","47,808","47,292","46,718"
".Boyle County, Kentucky","28,674","28,800","29,020","29,632","29,810","29,782","29,965","29,972","30,082","30,060"
".Bracken County, Kentucky","8,513","8,510","8,462","8,423","8,359","8,290","8,368","8,285","8,278","8,303"
".Breathitt County, Kentucky","13,857","13,789","13,612","13,527","13,366","13,363","13,177","12,929","12,787","12,630"
".Breckinridge County, Kentucky","20,043","20,272","20,074","20,042","19,883","19,979","19,982","20,131","20,309","20,477"
".Bullitt County, Kentucky","74,500","75,195","75,902","76,878","78,023","78,677","79,222","80,269","81,009","81,676"
".Butler County, Kentucky","12,735","12,718","12,738","12,704","12,736","12,734","12,686","12,778","12,743","12,879"
".Caldwell County, Kentucky","13,010","13,027","12,992","12,887","12,848","12,748","12,634","12,666","12,716","12,747"
".Calloway County, Kentucky","37,348","37,667","38,046","38,425","38,452","38,656","38,733","38,832","38,964","39,001"
".Campbell County, Kentucky","90,623","91,241","91,246","91,423","91,971","92,124","92,257","92,878","93,464","93,584"
".Carlisle County, Kentucky","5,083","5,034","5,027","4,959","4,961","4,852","4,783","4,788","4,739","4,760"
".Carroll County, Kentucky","10,806","10,994","10,874","10,838","10,738","10,682","10,614","10,714","10,712","10,631"
".Carter County, Kentucky","27,746","27,627","27,637","27,600","27,517","27,439","27,304","27,214","27,040","26,797"
".Casey County, Kentucky","15,984","15,911","16,024","16,011","15,782","15,749","15,775","15,818","15,926","16,159"
".Christian County, Kentucky","74,130","73,464","74,892","73,612","73,282","73,075","71,796","71,024","70,712","70,461"
".Clark County, Kentucky","35,603","35,434","35,685","35,550","35,622","35,660","35,851","35,899","36,180","36,263"
".Clay County, Kentucky","21,660","21,591","21,518","21,186","21,081","20,974","20,626","20,251","20,088","19,901"
".Clinton County, Kentucky","10,244","10,158","10,270","10,175","10,203","10,183","10,200","10,212","10,152","10,218"
".Crittenden County, Kentucky","9,297","9,249","9,220","9,178","9,175","9,168","9,131","8,999","8,896","8,806"
".Cumberland County, Kentucky","6,864","6,870","6,855","6,790","6,722","6,737","6,731","6,710","6,693","6,614"
".Daviess County, Kentucky","96,704","97,159","97,840","98,294","98,441","99,485","100,032","100,461","100,883","101,511"
".Edmonson County, Kentucky","12,228","12,229","12,091","12,058","12,007","11,991","12,076","12,226","12,249","12,150"
".Elliott County, Kentucky","7,843","7,782","7,633","7,551","7,532","7,548","7,491","7,493","7,499","7,517"
".Estill County, Kentucky","14,713","14,654","14,503","14,482","14,441","14,373","14,315","14,178","14,150","14,106"
".Fayette County, Kentucky","296,848","301,696","305,947","309,865","311,784","315,819","319,644","321,964","322,426","323,152"
".Fleming County, Kentucky","14,400","14,483","14,525","14,536","14,476","14,578","14,481","14,439","14,485","14,581"
".Floyd County, Kentucky","39,930","39,752","39,126","38,474","37,998","37,531","36,968","36,296","35,896","35,589"
".Franklin County, Kentucky","49,253","49,313","49,453","49,478","49,725","50,070","50,292","50,492","50,801","50,991"
".Fulton County, Kentucky","6,807","6,747","6,564","6,389","6,266","6,266","6,185","6,163","6,066","5,969"
".Gallatin County, Kentucky","8,612","8,619","8,552","8,578","8,636","8,613","8,719","8,720","8,766","8,869"
".Garrard County, Kentucky","16,941","16,868","17,006","16,992","16,972","17,207","17,382","17,449","17,519","17,666"
".Grant County, Kentucky","24,677","24,765","24,521","24,565","24,829","24,736","24,910","24,973","25,065","25,069"
".Graves County, Kentucky","37,262","37,613","37,566","37,406","37,583","37,248","37,217","37,190","37,319","37,266"
".Grayson County, Kentucky","25,786","25,752","25,792","25,948","26,066","26,138","26,093","26,286","26,293","26,427"
".Green County, Kentucky","11,230","11,191","11,277","11,154","11,017","10,951","10,969","11,036","10,998","10,941"
".Greenup County, Kentucky","36,885","36,841","36,686","36,483","36,303","36,006","35,824","35,514","35,332","35,098"
".Hancock County, Kentucky","8,551","8,588","8,642","8,626","8,681","8,641","8,723","8,778","8,738","8,722"
".Hardin County, Kentucky","106,950","107,497","108,198","108,969","108,483","106,272","106,964","108,161","110,279","110,958"
".Harlan County, Kentucky","29,222","29,129","28,681","28,489","28,014","27,506","26,996","26,676","26,309","26,010"
".Harrison County, Kentucky","18,810","18,689","18,622","18,571","18,636","18,641","18,569","18,735","18,780","18,886"
".Hart County, Kentucky","18,188","18,289","18,401","18,464","18,512","18,421","18,541","18,745","18,902","19,035"
".Henderson County, Kentucky","46,260","46,334","46,419","46,338","46,366","46,344","46,212","45,867","45,512","45,210"
".Henry County, Kentucky","15,376","15,375","15,336","15,432","15,547","15,563","15,834","15,972","16,061","16,126"
".Hickman County, Kentucky","4,860","4,783","4,737","4,708","4,679","4,612","4,607","4,518","4,431","4,380"
".Hopkins County, Kentucky","46,841","46,844","46,607","46,424","46,155","46,055","45,598","45,293","45,024","44,686"
".Jackson County, Kentucky","13,480","13,384","13,307","13,391","13,307","13,325","13,364","13,422","13,403","13,329"
".Jefferson County, Kentucky","742,054","746,361","751,629","759,183","761,725","764,946","767,464","769,828","768,101","766,757"
".Jessamine County, Kentucky","48,682","48,892","49,467","50,120","50,871","51,809","52,219","53,259","53,757","54,115"
".Johnson County, Kentucky","23,385","23,417","23,403","23,458","23,252","23,128","22,858","22,606","22,391","22,188"
".Kenton County, Kentucky","159,961","160,526","161,704","163,131","163,623","164,478","164,962","165,608","166,292","166,998"
".Knott County, Kentucky","16,355","16,312","16,127","16,092","15,944","15,680","15,492","15,244","15,076","14,806"
".Knox County, Kentucky","31,851","31,878","31,494","31,638","31,540","31,465","31,471","31,444","31,300","31,145"
".Larue County, Kentucky","14,169","14,179","14,048","14,019","14,106","14,110","14,018","14,196","14,299","14,398"
".Laurel County, Kentucky","58,998","59,359","59,534","59,701","59,897","59,919","60,078","60,317","60,660","60,813"
".Lawrence County, Kentucky","15,866","15,941","15,891","15,901","15,878","15,861","15,839","15,756","15,583","15,317"
".Lee County, Kentucky","7,717","7,707","7,581","6,876","6,796","6,746","6,604","6,602","7,052","7,403"
".Leslie County, Kentucky","11,278","11,237","11,140","10,985","10,830","10,644","10,431","10,310","10,151","9,877"
".Letcher County, Kentucky","24,534","24,376","24,011","23,540","23,357","23,049","22,759","22,303","21,813","21,553"
".Lewis County, Kentucky","13,837","13,837","13,839","13,751","13,830","13,663","13,516","13,363","13,268","13,275"
".Lincoln County, Kentucky","24,724","24,721","24,404","24,438","24,429","24,342","24,382","24,495","24,612","24,549"
".Livingston County, Kentucky","9,520","9,502","9,435","9,332","9,329","9,289","9,198","9,249","9,244","9,194"
".Logan County, Kentucky","26,851","26,847","26,722","26,976","26,812","26,746","26,678","27,003","26,983","27,102"
".Lyon County, Kentucky","8,329","8,435","8,446","8,452","8,411","8,474","8,238","8,261","8,171","8,210"
".McCracken County, Kentucky","65,515","65,794","65,584","65,337","65,318","64,948","65,304","65,364","65,307","65,418"
".McCreary County, Kentucky","18,328","18,283","18,051","17,925","17,922","17,883","17,548","17,372","17,290","17,231"
".McLean County, Kentucky","9,515","9,508","9,490","9,453","9,407","9,395","9,337","9,216","9,258","9,207"
".Madison County, Kentucky","83,468","84,775","85,394","85,934","87,080","88,212","89,532","91,170","92,107","92,987"
".Magoffin County, Kentucky","13,306","13,220","13,061","12,941","12,980","12,784","12,668","12,519","12,323","12,161"
".Marion County, Kentucky","19,840","20,001","19,918","19,928","19,079","19,212","19,135","19,276","19,326","19,273"
".Marshall County, Kentucky","31,451","31,261","31,261","31,215","30,993","31,059","31,280","31,318","31,202","31,100"
".Martin County, Kentucky","12,895","12,829","12,725","12,651","12,494","12,285","11,945","11,492","11,325","11,195"
".Mason County, Kentucky","17,505","17,546","17,460","17,323","17,133","17,050","17,167","17,192","17,080","17,070"
".Meade County, Kentucky","28,714","29,643","29,255","29,240","29,086","27,725","27,959","28,033","28,623","28,572"
".Menifee County, Kentucky","6,371","6,419","6,338","6,341","6,304","6,373","6,449","6,465","6,437","6,489"
